ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [s],Runtime Improvement [s],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
441,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.88%),0.00,37.17 (+1782.42%),70.10 (+348.15%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
442,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.82%),0.00,11.09 (+461.67%),49.90 (+219.06%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
443,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.87 (+1108.92%),90.55 (+478.89%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
444,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.02%),0.00,1.49  (-24.63%),15.01   (-4.06%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
445,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11877.78%),0.00,11.11 (+462.52%),49.93 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
446,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.14%),0.00,35.52 (+1698.84%),83.39 (+433.16%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
447,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.86%),0.00,72.40 (+3566.22%),48.23 (+208.33%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
448,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.68%),0.00,64.61 (+3171.47%),44.46 (+184.22%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
449,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2767.92%),0.00,2.59  (+31.35%),51.07 (+226.50%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
450,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.86%),0.00,86.84 (+4297.26%),58.05 (+271.12%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
451,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.23 (+3557.40%),58.67 (+275.08%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
452,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.66%),0.00,11.10 (+462.10%),49.90 (+219.01%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
453,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.00%),0.00,23.80 (+1105.12%),90.70 (+479.85%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
454,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.96%),0.00,1.47  (-25.34%),15.07   (-3.67%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
455,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.30%),0.00,11.11 (+462.67%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
456,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.91%),0.00,37.26 (+1786.81%),70.12 (+348.31%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
457,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.32%),0.00,11.09 (+461.67%),49.90 (+219.05%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
458,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.80 (+1104.96%),90.32 (+477.48%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
459,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.12%),0.00,1.49  (-24.59%),15.01   (-4.06%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
460,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.34%),0.00,11.11 (+462.52%),49.93 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
461,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.13%),0.00,35.51 (+1698.38%),83.49 (+433.80%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
462,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.87%),0.00,72.34 (+3563.03%),48.18 (+208.02%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
463,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.73%),0.00,64.56 (+3169.30%),44.42 (+184.01%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
464,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2733.03%),0.00,2.60  (+31.41%),50.90 (+225.42%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
465,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-15.07%),0.00,86.92 (+4301.42%),57.79 (+269.48%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
466,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.81%),0.00,72.23 (+3557.72%),58.62 (+274.81%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
467,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.89%),0.00,11.10 (+462.10%),49.90 (+219.01%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
468,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.73 (+1101.43%),90.60 (+479.25%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
469,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.77%),0.00,1.50  (-24.13%),15.04   (-3.82%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
470,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.27%),0.00,11.11 (+462.66%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
471,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.99%),0.00,37.34 (+1790.79%),70.28 (+349.34%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
472,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.03%),0.00,11.09 (+461.70%),49.91 (+219.07%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
473,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.80 (+1105.10%),90.35 (+477.64%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
474,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.81%),0.00,1.48  (-25.09%),15.02   (-4.00%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
475,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.30%),0.00,11.11 (+462.51%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
476,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.14%),0.00,35.53 (+1699.01%),83.41 (+433.26%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
477,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+4.00%),0.00,72.35 (+3563.49%),48.18 (+208.06%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
478,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.65%),0.00,64.58 (+3170.03%),44.43 (+184.06%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
479,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2806.07%),0.00,2.57  (+30.23%),51.02 (+226.21%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
480,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-15.01%),0.00,86.89 (+4299.99%),58.19 (+272.05%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
481,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.81%),0.00,72.21 (+3556.57%),58.67 (+275.08%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
482,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.65%),0.00,11.10 (+462.07%),49.89 (+219.00%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
483,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.87 (+1108.77%),90.29 (+477.28%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
484,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.01%),0.00,1.51  (-23.51%),15.03   (-3.89%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
485,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15867.02%),0.00,11.11 (+462.68%),49.95 (+219.34%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
486,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.95%),0.00,37.34 (+1790.72%),70.21 (+348.90%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
487,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15862.65%),0.00,11.09 (+461.69%),49.91 (+219.06%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
488,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.76 (+1103.18%),90.36 (+477.73%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
489,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.27%),0.00,1.49  (-24.54%),14.99   (-4.16%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
490,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.35%),0.00,11.11 (+462.51%),49.93 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
491,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.13%),0.00,35.47 (+1696.16%),83.36 (+432.98%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
492,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+4.05%),0.00,72.28 (+3559.95%),48.14 (+207.76%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
493,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.69%),0.00,64.60 (+3171.03%),44.43 (+184.08%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
494,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2721.87%),0.00,2.58  (+30.78%),50.82 (+224.89%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
495,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-15.10%),0.00,86.91 (+4301.01%),58.33 (+272.93%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
496,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.24 (+3558.12%),58.67 (+275.09%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
497,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.77%),0.00,11.10 (+462.12%),49.90 (+219.02%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
498,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.79 (+1104.69%),90.33 (+477.53%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
499,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.10%),0.00,1.48  (-24.85%),15.01   (-4.02%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
500,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.50%),0.00,11.11 (+462.65%),49.95 (+219.32%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
501,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.88%),0.00,37.10 (+1778.57%),69.95 (+347.20%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
502,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.02%),0.00,11.09 (+461.65%),49.90 (+219.04%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
503,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.00%),0.00,23.84 (+1107.13%),90.63 (+479.41%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
504,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.25%),0.00,1.49  (-24.66%),14.97   (-4.29%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
505,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.05%),0.00,11.11 (+462.53%),49.94 (+219.26%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
506,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.12%),0.00,35.42 (+1693.40%),83.51 (+433.90%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
507,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.82%),0.00,72.44 (+3568.30%),48.24 (+208.45%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
508,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.68%),0.00,64.57 (+3169.85%),44.46 (+184.24%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
509,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2746.26%),0.00,2.60  (+31.64%),51.27 (+227.76%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
510,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.36%),0.00,86.92 (+4301.39%),58.36 (+273.10%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
511,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.22 (+3556.95%),58.66 (+275.05%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
512,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.88%),0.00,11.10 (+462.08%),49.90 (+219.00%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
513,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.00%),0.00,23.78 (+1103.98%),90.49 (+478.53%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
514,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.15%),0.00,1.48  (-25.12%),15.00   (-4.09%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
515,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.93%),0.00,11.11 (+462.67%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
516,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.87%),0.00,37.23 (+1785.35%),69.96 (+347.30%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
517,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.36%),0.00,11.09 (+461.68%),49.90 (+219.06%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
518,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.01%),0.00,23.92 (+1111.34%),90.73 (+480.07%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
519,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.36%),0.00,1.48  (-24.83%),15.00   (-4.11%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
520,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.23%),0.00,11.11 (+462.51%),49.93 (+219.24%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
521,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.12%),0.00,35.44 (+1694.44%),83.36 (+432.97%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
522,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.92%),0.00,72.32 (+3561.89%),48.16 (+207.90%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
523,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.68%),0.00,64.59 (+3170.56%),44.44 (+184.10%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
524,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2726.65%),0.00,2.60  (+31.61%),50.71 (+224.19%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
525,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.90%),0.00,87.00 (+4305.26%),58.30 (+272.76%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
526,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.24 (+3558.12%),58.68 (+275.18%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
527,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.93%),0.00,11.10 (+462.12%),49.90 (+219.02%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
528,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.03%),0.00,23.89 (+1109.63%),90.24 (+476.91%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
529,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.00%),0.00,1.50  (-23.92%),15.02   (-3.96%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
530,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.46%),0.00,11.11 (+462.67%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
531,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.91%),0.00,37.33 (+1790.07%),70.05 (+347.86%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
532,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.76%),0.00,11.09 (+461.70%),49.91 (+219.07%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
533,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.00%),0.00,23.84 (+1107.38%),90.60 (+479.25%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
534,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.40%),0.00,1.48  (-24.96%),14.95   (-4.40%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
535,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.48%),0.00,11.11 (+462.52%),49.94 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
536,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.13%),0.00,35.47 (+1696.18%),83.43 (+433.40%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
537,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.89%),0.00,72.28 (+3560.06%),48.14 (+207.77%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
538,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.70%),0.00,64.58 (+3170.22%),44.44 (+184.12%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
539,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2722.71%),0.00,2.60  (+31.47%),51.07 (+226.49%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
540,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.93%),0.00,86.80 (+4295.45%),57.80 (+269.55%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
541,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.81%),0.00,72.24 (+3557.80%),58.61 (+274.71%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
542,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3895.85%),0.00,11.10 (+462.11%),49.90 (+219.02%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
543,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.04%),0.00,23.96 (+1113.24%),90.74 (+480.13%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
544,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.95%),0.00,1.47  (-25.66%),15.03   (-3.89%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
545,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.32%),0.00,11.11 (+462.67%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
546,0.00,gelu_forward_kernel1,gelu_forward_kernel1..const..,0.00  (-82.86%),0.00,37.03 (+1775.06%),69.76 (+346.02%),16  (-38.46%),"98304,    1,    1","  128,    1,    1"
547,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15863.24%),0.00,11.09 (+461.70%),49.91 (+219.07%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
548,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.00%),0.00,23.76 (+1103.16%),90.37 (+477.80%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
549,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.26%),0.00,1.48  (-24.84%),14.98   (-4.20%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
550,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,7.63 (+261395.93%),0.00,11.11 (+462.57%),49.96 (+219.43%),48  (+84.62%),"  256, 3144,    1","   16,   16,    1"
551,0.00,fused_classifier_kernel1,fused_classifier_kernel1..const..,0.01 (+355.38%),0.00,15.84 (+702.30%),75.25 (+381.13%),24   (-7.69%)," 1024,    1,    1","  128,    1,    1"
552,80.00,encoder_forward_kernel1,encoder_forward_kernel1..const..,0.00   (+0.64%),0.00,1.97   (-0.22%),15.66   (+0.09%),26   (+0.00%),"    8,    1,    1","  512,    1,    1"
553,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+32.24%),0.00,1.50  (-24.16%),15.00   (-4.09%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
554,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.35 (+11878.34%),0.00,11.11 (+462.53%),49.94 (+219.25%),48  (+84.62%),"  256,  144,    1","   16,   16,    1"
555,0.00,permute_kernel1,permute_kernel1(float..const..,0.00  (-88.15%),0.00,35.51 (+1698.17%),83.35 (+432.87%),18  (-30.77%),"12288,    1,    1","  256,    1,    1"
556,0.00,volta_sgemm_128x64_tn,volta_sgemm_128x64_tn,0.00   (+3.90%),0.00,72.36 (+3563.97%),48.19 (+208.10%),122 (+369.23%),"    8,   16,   48","  128,    1,    1"
557,0.00,scale_kernel,"scale_kernel(float *, float, int..",0.00  (-14.68%),0.00,64.56 (+3169.11%),44.42 (+184.02%),16  (-38.46%),"196608,    1,    1","  256,    1,    1"
558,0.00,softmax_forward_kernel1,softmax_forward_kernel1..const..,0.08 (+2736.32%),0.00,2.60  (+31.82%),51.61 (+229.95%),50  (+92.31%),"  192,    1,    1","  256,    1,    1"
559,0.00,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,0.00  (-14.99%),0.00,87.01 (+4305.74%),58.13 (+271.64%),126 (+384.62%),"    1,   16,   48","   64,    1,    1"
560,0.00,unpermute_kernel1,unpermute_kernel1(const float..,0.00  (-94.80%),0.00,72.19 (+3555.69%),58.66 (+275.03%),17  (-34.62%),"12288,    1,    1","  256,    1,    1"
561,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.12 (+3896.07%),0.00,11.10 (+462.09%),49.90 (+219.00%),48  (+84.62%),"  256,   48,    1","   16,   16,    1"
562,0.00,residual_forward_kernel1,residual_forward_kernel1..const..,0.00  (-95.02%),0.00,23.81 (+1105.89%),90.18 (+476.57%),16  (-38.46%),"12288,    1,    1","  256,    1,    1"
563,80.00,layernorm_forward_kernel1,layernorm_forward_kernel1..const..,0.00  (+31.88%),0.00,1.48  (-24.92%),15.06   (-3.74%),49  (+88.46%),"    8,    1,    1","  512,    1,    1"
564,0.00,matmul_forward_kernel1,matmul_forward_kernel1..const..,0.47 (+15866.95%),0.00,11.11 (+462.67%),49.95 (+219.33%),48  (+84.62%),"  256,  192,    1","   16,   16,    1"
